更新时间,#genre#
20250816 05:06,url


RespoTime,whitelist,#genre#
264.04ms,CHC家庭影院,https://stream1.freetv.fun/chcjia-ting-ying-yuan-12.m3u8
264.16ms,不该把爱情想得太美,https://vd4.bdstatic.com/mda-ncgdq9gggmsrt6hs/cae_h264_delogo/1647554458547225376/mda-ncgdq9gggmsrt6hs.mp4
264.22ms,CETV 1 中国教育「回看」,https://tv-1.iill.top/migu/cetv1
264.39ms,Go USA,https://brandusa-gousa-1-in.samsung.wurl.tv/playlist.m3u8
264.50ms,DJ电音舞曲秦博纸短情长背景 歌词入心好听,https://vd2.bdstatic.com/mda-kh7yde0cpn8qbagg/sc/mda-kh7yde0cpn8qbagg.mp4
264.76ms,ACTV,https://castus-vod-dev.s3.amazonaws.com/vod_clients/athens/live/ch2/video.m3u8
264.88ms,高清车载伤感DJ舞曲菲儿思念成沙,https://vd4.bdstatic.com/mda-kf7wqu234b4z1zgd/v1-cae/1080p/mda-kf7wqu234b4z1zgd.mp4
264.99ms,采红菱,http://vd3.bdstatic.com/mda-jfdvpsg280t986rz/mda-jfdvpsg280t986rz.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
265.03ms,CCTV3,https://tv-1.iill.top/migu/cctv3
265.25ms,凤凰资讯,https://k44991.kylintv.tv/live/pxinhd_iphone.m3u8
265.33ms,朝鲜新闻,http://119.77.96.184:1935/chn05/chn05/chunklist_w644291506.m3u8
265.42ms,翡翠台,http://r.jdshipin.com/qrfbg
265.59ms,WPXX-DT1,http://104.255.88.155/ion/index.m3u8
265.69ms,「意大利杯」23:45 第一轮 恩波利 vs 雷吉亚纳 赛场原声,https://tv-1.iill.top/FB/L5xZPt
265.70ms,新歌上线7首,https://vd2.bdstatic.com/mda-nc4fkdejg6k892tp/720p/h264_delogo/1646478313883739193/mda-nc4fkdejg6k892tp.mp4
265.77ms,CCTV15,https://tv-1.iill.top/migu/cctv15
265.86ms,Lighting Lives Blessing Nations TV Arabic (LLBN) (480p),https://brightstar-arabic-pull-secure.akamaized.net/brightstararabic/stream.m3u8
266.23ms,Failarmy International,https://failarmy-international-in.samsung.wurl.tv/playlist.m3u8
266.37ms,ABN TV India (540p),https://mediaserver.abnvideos.com/streams/abntvindia.m3u8
266.44ms,DJ舞曲苏谭谭井底天空背景 烟嗓音好听,https://vd3.bdstatic.com/mda-kh3dmxt9mqmr5rrk/sc/mda-kh3dmxt9mqmr5rrk.mp4
266.46ms,Game Show Central,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/62e90e8cb05d2b0007f10a61/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=2c7a54a2-35fc-11ef-a031-2b5d494037a2&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=06d7c73f-91e9-44c5-868e-5336253a1d67
266.47ms,08-13 18:00_全运会羽毛球资格赛_团体赛Day1_团体赛Day1:湖南、江西开门红_[回放]青男团D组：浙江3_1江西（官方解说）,https://migu.188766.xyz/play?migutoken=33e8a0f4a18da7021f3dcc41ca9374ca&id=ZQtmilbCMn24%2Fbz%2FyVWTBHrr5qjXNCTGwl%2B8DdNoUGmFc86wY0%2BeGcq2VPJAvOHEFZRRQ%2B7OY8aFJzbpDfDAfYAzSmB4KJQZ3IHDUJoK%2B%2BQxFw6F%2FuASwzNwO77e%2FwKIr2r3A1hKG5dpu8MDIKL5%2F%2Bw44UFLv8SQrnNJ3On6WnomtjMkirOM6O1NowqssAfcWLu4W9zcegUm24ttTbqkAFd0Zc2AvQyrCcafJ0%2B4Q6E%3D&name=XOYVHAjpY3H4nNfP9xyF0HUPleaqql%2B5KxH603uvwdyzmTsd8Kib6FIogtaVdk5MRyoD2OfIJyR2PNOboEnQGEMpJ2rZS6Htk6KeyAz2jAV9%2FkXBtfeRK%2BZzTza0BwDPwx0YaGAJgq%2FXBM7wei268TJqPsowAcvoq3Wpih1PdzFaI8Ncew5kED%2FWGitOfr62Zt6jYQvPm9W0Omzu1VMX1tOt8NcI%2BP5g1s3yiXQyrqI%3D
266.54ms,金鹰纪实,https://stream1.freetv.fun/jin-ying-ji-shi-33.m3u8
266.57ms,08-15 17:00_WTT欧洲大满贯瑞典站：单打资格赛第一、二轮_单打资格赛第一、二轮_狂欢Yeah,https://migu.188766.xyz/play?migutoken=d4a6ecdbbaa748f5ef154ec84b7a3e4b&id=IYnNrOM8plRJKTd%2Fe7uEYCIkYdYVI6At3W2ERmVkBXAV5F9a%2FJIxW%2B2fnKMLLyBIFa6DNdppKbtPjz0Nx5TSB2zFbF2gUpHamt1xCrs6aceizCUAUjOAWIagG%2BhjiXMIjeUfXx5r3sVIGY7BrvJxXcQxHZlTEJ1AwRud%2BxYK%2Figch7%2BH6%2BywMfY16oG68eRx17IT4pLTFOpjyQ0SNyU%2B4%2Bp181O1Qm%2BRltASpofdz4Y%3D&name=0Rmt7lowxpeo4IdYbw38NKAGGJQcyA82GZQFqgkzIjRqsAjlHUmp0upxxFA4XPKe73ZzyxNeObp6QxYuIja39FYsSMpl4Vfs4PnhufdJiUByoJunBpFE7c27aXec1ysKj5L6Bj1O3Nt7KIVxIGwbo%2BX8bv4BM3mv14i4u2id3JCwD7yOU4NStZqN0uydIZKK
266.57ms,08-15 20:00_CBA夏季联赛库尔勒站_新疆伊力特vs山西汾酒_现场原声,https://migu.188766.xyz/play?migutoken=32455ff69c05a4a103a8d5555217c8a0&id=a8xse2VGEgtnoyvob6OyBADDWgnKrPpxqI5XyzGA1rlgXk%2B7JsgTzTxZKFHKLHhVLZ5dmDfDbU72gsYwgO%2FaOO5UAPzT0XVF4qo68DYRwBnl7BNloxq9218OFG1f%2FAUYs%2Bhv8qXXPzQhR5WvC7y%2Fy5n9WtoYaKc0E9XrFVXh5%2Bti%2B%2BUwaXYT3%2B5xqGFkCoDvLmsbRwJnxgpwz2n7bmPnXx7DIMTEm1h6SZYliO8euEQ%3D&name=opA3Ugkpeetz8ehy0VzDVu1AbLmXP%2Fw0Onhd%2Bl9RNZsbrPf7tKeFLGAORwtNiT%2BHRjwp3N7EoyfckQU%2BU4%2F3BfXftfQ6M6tC7NulgwFpJjBNbGz9laJMYKgQv2KSvEgOJHlTAQlFyj7fUd4M%2BIo0%2FQ%3D%3D
266.81ms,Beyond_海阔天空,https://vd2.bdstatic.com/mda-jccg84gp61a7n0ms/sc/mda-jccg84gp61a7n0ms.mp4
266.94ms,LOL! Network,https://lol-lolnetwork-2-nl.samsung.wurl.tv/playlist.m3u8
266.98ms,广西卫视-MCP,https://mursor.ottiptv.cc/mcp/guangxi.m3u8
267.03ms,经典车载夜店DJ舞曲童丽女人花,https://vd4.bdstatic.com/mda-kg2dj4uctctjtumg/v1-cae/1080p/mda-kg2dj4uctctjtumg.mp4
267.12ms,Comedy Central Pluto TV,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5ca671f215a62078d2ec0abf/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c282e20-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=c8883a8b-3441-4f7d-a15e-3a8365fbcaef
267.22ms,Haddam Killingworth High School TV (HKTV) (1080p) [Geo-blocked],https://reflect-hktv.cablecast.tv/live-3/live/live.m3u8
267.23ms,宁夏卫视-MCP,https://mursor.ottiptv.cc/mcp/ningxia.m3u8
267.23ms,夜店伤感DJ舞曲邰正宵一千零一夜 ,https://vd2.bdstatic.com/mda-kgiqacumuvyne11j/v1-cae/1080p/mda-kgiqacumuvyne11j.mp4
267.24ms,诱惑我的隔壁漂亮姐姐-上原瑞穂,https://t25.cdn2020.com/video/m3u8/2024/10/04/6669928c/index.m3u8
267.54ms,Pet Club TV「LiTV」,https://tv-1.iill.top/litv/4gtv-4gtv110
267.60ms,DJ舞曲情歌对唱乐凡祁隆爱你一生,https://vd2.bdstatic.com/mda-kgscn4xyavyhgprg/v1-cae/1080p/mda-kgscn4xyavyhgprg.mp4
267.62ms,寂寞沙洲冷,https://vd3.bdstatic.com/mda-mh99rcsa4prazacw/sc/cae_h264_nowatermark/1628579097181427456/mda-mh99rcsa4prazacw.mp4
267.72ms,「亚冠精英」16:55 精英联赛阶段抽签仪式 精英联赛阶段抽签仪式 涂远,https://tv-1.iill.top/FB/S95oMZ
267.74ms,全神贯注舔舐肉棒的女高中生-石川澪,https://t25.cdn2020.com/video/m3u8/2024/07/16/406fd3f1/index.m3u8
267.80ms,08-13 00:30_2025斯诺克沙特大师赛32进16：丁俊晖PK马奎尔 赵心童光速5_0晋级_丁俊晖5_2马奎尔 赵心童火箭携手5_0_2025斯诺克沙特大师赛Day5回放：斯佳辉5_3吴宜泽,https://migu.188766.xyz/play?migutoken=bbfdd36e514cbc50b4d8defdc932356d&id=6IXG1Ja59cJvHxtcaCM8JYEUL5TEy04kkdRryZMFawsBs1g1TGy4WOG96aIxUI6jSr3vTW3vpEHQFBsVyACM48qrUL%2FqBc6LuIUGvnrSDNigwCpinBNeBLWlPgQL8IGznLa8mh0oAX5yuhv2UKx9GATjMd5z4txlvBIkPLX%2FYyDcZzRo54Q1g0T6zSB0uGctiMleb%2FSUQsqP2O%2FWNeJ70YYY%2BlXtauAzd0iaSvhWdMk%3D&name=g%2BAx%2FzUlWYMH%2FO2tZwFwS1Yu1Tg0s5iYEAG84LtqLbVBP6UwbSeMJYfv%2FdpJSIj3VYll3DNL%2FJJjSIjmt2ggfpGDjrxeqJ0FXOrEod8bF%2FeJ5hE7alXmexcOaNB6CUYhlcsVvp%2FkLMI5QWSV6eQf1n0Lop%2F6d0PYG9MbFRVizFohiba13FES7rHCADmDJkid6C%2FUohzvTbNzj%2BhUShBDJbrMc4ZVqRTNFR7oIbKfufMeaZfr9oMFRrrIqjNJTltrorfVUSVZ0F3DqJcrN%2F4ISsOws9Wpl2v4m5TiLEtepKLN2pJqtlWUMN3uBv4PiNgb
267.95ms,08-14 09:00_少年CBA全国挑战赛_少年CBA·中国人寿全国挑战赛全国总决赛Day4_[回放]清华附中vs东莞烈阳,https://migu.188766.xyz/play?migutoken=eda20b0534e527748683a97283ce9322&id=4ECzAfTDj3hwmmNE8JLShusjPdJk8gU%2F75gZiCgeFYEjyqzj%2BJETD%2BGtbsnBtAV7dWfav8h1X6syDCPs5uE9LM0taX4fHENXXmUPi4ne%2FtTLQ7vYmQeqtO1XdujaQLZhIXQfiswYY5ou6F7u%2BbbtydWVZk57bfCL%2BiNnC29%2FLkmQZyuTqmsSxENbDleSCelGDKHUxHrlzbT9zMNgRP7%2B5w0FHm03D5gtSZfH%2BBJJADE%3D&name=pjjwZBIoTnxJCWGX4q63i2T45DEY5bMAS1He7VKXP8gN8b7pr9pWOMyI8RPVvhWDZDP75tVSVpX4JGkAeO50OeiChPl%2FmJJzoWdt2XSwtO9bH%2BBsmQuH3pB5A8O%2FX86Gp9Rb9wC%2Btqwnj66dQ3REdjgyEVl9UicJeroQyFVuSl5br9oorwSk4X0DbRfEE6MMXcj57sk6JwqeCTQB1oo%2B8A%3D%3D
268.05ms,Pluto TV Reaction,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/617b37b361e0fd0008cfd8c5/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c2b1457-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=32aea123-3ab5-4713-944a-87ebeb334781
268.07ms,Nudu,https://d1p0bzoad08w6e.cloudfront.net/encode/nudu.m3u8
268.14ms,和老公同血型的表弟偷偷备孕-三宫椿,https://t25.cdn2020.com/video/m3u8/2024/08/22/5a5bf5b9/index.m3u8
268.14ms,阿梨粤,https://vd3.bdstatic.com/mda-nee8sphdiyar5qfc/sc/cae_h264/1652595644034518917/mda-nee8sphdiyar5qfc.mp4
268.23ms,北京卫视4K,https://migu.188766.xyz/?migutoken=70211248d87c63292987581d60a4916f&id=%E5%8C%97%E4%BA%AC%E5%8D%AB%E8%A7%86&type=yy
268.32ms,高音质夜店DJ舞曲张雨生大海 听了无数遍,https://vd2.bdstatic.com/mda-kgekkh1f8jf8frqf/v1-cae/1080p/mda-kgekkh1f8jf8frqf.mp4
268.38ms,LiveXLive,https://livestream.liveone.com/lc1/p1.m3u8
268.72ms,AKC TV (1080p),https://broadcast.blivenyc.com/speed/broadcast/22/desktop-playlist.m3u8
268.72ms,「世运会」08/16 17:30 团队飞盘第五比赛日铜牌赛、决赛 团队飞盘第五比赛日铜牌赛、决赛 央视开路,https://tv-1.iill.top/Migu/VwjzI5
268.75ms,新人看護師-希崎ジェシカ,https://t25.cdn2020.com/video/m3u8/2024/05/12/97d5539d/index.m3u8
268.96ms,24小时体育,https://migu.188766.xyz/?migutoken=79831dd5125ab17f98a6aec57d82b59a&id=%E5%92%AA%E5%92%9524%E5%B0%8F%E6%97%B6%E4%BD%93%E8%82%B2%E5%8F%B0&type=yy
268.99ms,Kern County Television,https://cdn3.wowza.com/5/dk84U1p2UUdoMGxT/kern/G0169_003/playlist.m3u8
269.01ms,痴情换真心,https://alimov2.a.kwimgs.com/upic/2022/05/31/06/BMjAyMjA1MzEwNjM3MTRfOTU2MzA3MDg4Xzc1NjQ4MzAzMjI2XzJfMw==_b_B170255b9d94bb4ff57620e998c9c056a.mp4
269.06ms,经典车载夜店DJ舞曲高胜美千年等一回,https://vd4.bdstatic.com/mda-kfmqe4dxsxnu62ua/v1-cae/1080p/mda-kfmqe4dxsxnu62ua.mp4
269.08ms,「法甲」08/16 22:45 联赛 朗斯 vs 里昂 乔迁,https://tv-1.iill.top/FB/0bJuhE
269.29ms,八大綜藝「LiTV」,https://tv-1.iill.top/litv/4gtv-4gtv039
269.46ms,高清车载DJ舞曲乘风破浪向你飘 这首歌火了,https://vd2.bdstatic.com/mda-ki69adui2snxk4vc/sc/mda-ki69adui2snxk4vc.mp4
269.53ms,☆不再联系,https://alimov2.a.kwimgs.com/upic/2023/09/21/01/BMjAyMzA5MjEwMTE0MDdfMzUwMDUzNzE1MV8xMTMyMjAzNjY1ODFfMl8z_b_Ba4613de9652b2d3e146dec96ffce2186.mp4
269.59ms,KRCG-DT2 (720p),https://cvtv.cvalley.net/hls/KRCGComet/KRCGComet.m3u8
269.76ms,DJ《给你留念》》,https://vd4.bdstatic.com/mda-kim3r6dpd04ypqn4/cae_h264_nowatermark/mda-kim3r6dpd04ypqn4.mp4
269.88ms,DJ舞曲德惠他宝哥妹妹你等着我 动感十足,https://vd3.bdstatic.com/mda-kfiqsjc2wt5afy2s/sc/cae_h264_nowatermark/mda-kfiqsjc2wt5afy2s.mp4
269.94ms,Big Ten Network,https://fl3.moveonjoy.com/BIG_TEN_NETWORK/index.m3u8
270.11ms,National Geographic East,https://fl3.moveonjoy.com/National_Geographic/index.m3u8
270.12ms,08-14 06:25_WTA辛辛那提站：莱巴金娜2_1凯斯 斯瓦泰克强势晋级_莱巴金娜2_1凯斯 斯瓦泰克强势晋级_[回放]莱巴金娜2_1凯斯（英文原声）,https://migu.188766.xyz/play?migutoken=619553310fcf15f9926e51608dedd448&id=oCXfGbfGIllDoKpeBc%2FU52ouNcssmef%2BJhqnT78UIiYvhWXvzTLVnxHUCRBwFCul2B3HvdmG9FcltSHiyc6hq%2FIx2HeL%2B8cJr0hVl%2BcUDxsGJ6kAQPhBHJmz4iotsWa8u5Pm1RM169w2t892eZYoK9KSr%2Busk80t1BYVyeetSII9dY1dCyu%2FghAykOoSvkActJAObBErQpjyq1sqxNfyymYTCHhwOWEjYVjHIP73xNc%3D&name=NhB3Y56zCbgbgDQPVie7926gaz%2FeMlMAco2nK%2FuHh5OcrL7ueJyOQBm85ZWyXP0DnxPR8UiPvtGUv%2BzXUEbVfbmV96wAPB1Q6flblwEPIu2GdHxMcOgGzm9eVAtwE5%2BR0tRs7lZccuO3YdGE2220aMfRu3ViIOo6ou6TEb%2FlcdbFWOIFFbegJLlTDH31S9ld6pNb%2BBIgHbVx9%2FCzC0gaMHzWDh46xQkjYa7W0Sw9dqNX%2FRAprHQ2iHon4i4UpP02wMWXmqlTk1rRJ7bCunsEHw%3D%3D
270.17ms,番薯111,http://61.216.67.119:1935/TWHG/E1/chunklist_w70581102.m3u8
270.27ms,Scientology Network (1080p),https://stream6.scientology.org/master.m3u8
270.40ms,霹靂布袋戲「4gTV」,https://tv-1.iill.top/4gtv/4gtv-live145
270.40ms,ABN Urdu (540p),https://mediaserver.abnvideos.com/streams/abnurdu.m3u8
270.43ms,dj舞曲交流,https://vd2.bdstatic.com/mda-majhhns1q3ggkdi6/v1-cae/sc/mda-majhhns1q3ggkdi6.mp4
270.55ms,Pluto TV Aventura (720p),https://service-stitcher.clusters.pluto.tv/stitch/hls/channel/5ddc266f80e3550009136843/master.m3u8?advertisingId=&appName=web&appVersion=5.14.0-0f5ca04c21649b8c8aad4e56266a23b96d73b83a&app_name=web&clientDeviceType=0&clientID=6fbead95-26b1-415d-998f-1bdef62d10be&clientModelNumber=na&deviceDNT=false&deviceId=6fbead95-26b1-415d-998f-1bdef62d10be&deviceLat=19.4358&deviceLon=-99.1441&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=88.0.4324.150&marketingRegion=VE&serverSideAds=false&sessionID=b8e5a857-714a-11eb-b532-0242ac110002&sid=b8e5a857-714a-11eb-b532-0242ac110002&userId=
270.68ms,高音质怀旧经典车载DJ舞曲张惠妹哭砂,https://vd3.bdstatic.com/mda-kgbk904skbf8rmhv/v1-cae/1080p/mda-kgbk904skbf8rmhv.mp4
270.70ms,让人瞬间勃起的最棒口交-桃乃木香奈,https://t25.cdn2020.com/video/m3u8/2024/05/30/425fc883/index.m3u8
270.78ms,CBS Sports Network USA,https://fl3.moveonjoy.com/CBS_SPORTS_NETWORK/index.m3u8
270.80ms,番薯111,http://61.216.67.119:1935/TWHG/E1/chunklist_w7058102.m3u8
270.83ms,番薯111,http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8
270.87ms,FanDuel Sports Network,https://fl3.moveonjoy.com/PAC_12/index.m3u8
270.89ms,BET Jams,https://fl3.moveonjoy.com/BET_Jams/index.m3u8
270.90ms,08-14 00:30_2025斯诺克沙特大师赛16进8：赵心童5_6韦克林 丁俊晖常冰玉遭逆转_赵心童5_6韦克林 丁俊晖常冰玉遭逆转_[回放]赵心童5_6克里斯·韦克林,https://migu.188766.xyz/play?migutoken=02650fd6004fedfa9a9dad21f21167f4&id=K9dT2C8r8uwlA1sRL5UbMXNP02IZbxkovODYy8DAqGf1z%2BG4BUOQB6T6QwEb%2FfbV%2Fx%2BcINno9S0Rxiv7%2F9gzf8PJwlRQJXR2nyiHuxRHf0LP4c1jT90qcJ%2FjIWETUpITUkfGBZBFiLhB39RxTz7DbB2KTajCfloMzWLtD7kz5g8fRxJjl7E%2BWuW9HjEq7S09Y%2Bx8RbFDcmaGCEOM5FKJnylKnLa%2FwI71WvZ%2BW2v6dpY%3D&name=s90g7P%2F7pRsQEO64sGs1YhRfW735UDQ5z8T5lMdG39vYjgSHZeatNyMmSq%2Fc1vRGMiie0Wxs1xLuGROEdM%2BrQuQ1QW3djRfn4HVSBzU6iwj3ZER%2BZCKE0XQztVlk%2FVDQC8AayxLJRg87XkfuXjOetOJMseZ1x1Jfq218fEsQRnKnW0%2BCTF3Qy3nU5hQD1R%2FPUgZSMbgnzrCtlfN5COKwqzQCNi9pSSFk%2BzKRou3NsCCpnO80eoVZfEHWwc4vz0WGNdXdRftO2S8FHMIL%2BhvQZkC4oqoEtfhxwc8tRQmIHao%3D
270.92ms,夜店DJ舞曲张北北可能不可能,https://vd3.bdstatic.com/mda-kfrkkvgdsjr5q2ug/v1-cae/1080p/mda-kfrkkvgdsjr5q2ug.mp4
270.97ms,人间卫视,http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u
271.01ms,很熟悉的旋律王菲夜店DJ经典容易受伤的女人 好听,https://vd4.bdstatic.com/mda-kgeiaz3nvr7qqnk7/v1-cae/1080p/mda-kgeiaz3nvr7qqnk7.mp4
271.05ms,CHC 家庭影院「回看」,https://tv-1.iill.top/migu/chcjt
271.08ms,Al-Fady TV (1080p) [Not 24/7],https://5d658d7e9f562.streamlock.net/alfadytv.tv/alfadytv.smil/playlist.m3u8
271.08ms,Showtime East,https://fl3.moveonjoy.com/SHOWTIME/index.m3u8
271.11ms,Circle [Geo-blocked],https://amg00432-circletvfast-amg00432c1-cineverse-us-1112.playouts.now.amagi.tv/playlist/amg00432-circletv-circletv-cineverseus/playlist.m3u8
271.22ms,Pursuit Channel (720p),https://fl3.moveonjoy.com/Pursuit_Channel/index.m3u8
271.30ms,ABC 6 Boise ID (KIVI) (720p),https://apollo.production-public.tubi.io/live/ac-kivi.m3u8
271.33ms,MTV East,https://fl3.moveonjoy.com/MTV/index.m3u8
271.38ms,ESPNews (720p),https://fl3.moveonjoy.com/ESPN_NEWS/index.m3u8
271.47ms,爱奇艺,http://php.jdshipin.com/smt.php?id=Qiyi
271.75ms,AXS TV,https://fl3.moveonjoy.com/Axs_TV/index.m3u8
271.81ms,CBS East (720p),https://fl3.moveonjoy.com/CBS_News/index.m3u8
271.82ms,08-15 17:00_WTT欧洲大满贯瑞典站：单打资格赛第一、二轮_单打资格赛第一、二轮_3号桌,https://migu.188766.xyz/play?migutoken=6305bdbae5076ce2ce0646e0a201c382&id=CcutCqGGXgwuItSG4HfDwtAfgjivOnE2zO9fJ%2FyKeVEHXgUBACzL4GSJ7oG4XiGKQGrJ9EZ4GXgBVRh3dIkeJ8%2BM9WCTuG003xWOY3MeX46cIVl%2Bfhap5wOhp514Iu9lzl%2Frad%2FXbXUNosQ4omlgZVip1WhckYY2SmOtWiaHn5bAyGwoYJkM1xHvmU7W%2BktZ%2BJqbq5f4ACVOj7mxnEPW0bEi%2F%2Fk8IBG629NQAiGiiaY%3D&name=bmXEYU4cMB817WkzCixjO%2B3KWXjVJ7bj2xysgVxornMuMi3X5y0jtmDKZUiXox5RaNqhk3p4NcKIQnS7OGUT%2BvDzQt1ibVs50VceoeHU8qRXDZLS2SDKsHbRuavO3nGmZAx9rGn38X8IUj4CP7qmzD0mIh%2ByRYiOvgArWT76JjaQzoWfNgrT3OrGILnVh09p
271.88ms,新疆卫视,https://migu.188766.xyz/?migutoken=d62e6dddac6ef57c44b0b2ea94f6d59f&id=%E6%96%B0%E7%96%86%E5%8D%AB%E8%A7%86&pp=1
271.88ms,生命电视,http://61.216.67.119:1935/lifetv/lifetv.stream/manifest.m3u8
271.91ms,Maverick Black Cinema (1080p),https://maverick-maverick-black-cinema-3-us.roku.wurl.tv/playlist.m3u8
271.92ms,Comedy Central East (720p),https://fl3.moveonjoy.com/Comedy_Central/index.m3u8
271.95ms,人间卫视,http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u8
271.96ms,保定新闻广播,http://live.xmcdn.com/live/516/64.m3u8
271.97ms,BET Gospel,https://fl3.moveonjoy.com/BET_GOSPEL/index.m3u8
272.01ms,Syfy East,https://fl3.moveonjoy.com/SYFY/index.m3u8
272.15ms,NBC 11 San Jose CA (KNTV) [Geo-blocked],https://amg00884-nbcuniversal-nbcsf-pcr-xumo-xetsp.amagi.tv/playlist.m3u8
272.21ms,CCTV3,https://mursor.ottiptv.cc/migu/624878271.m3u8?migutoken=084b10a9c986ded96430ebe0752d85e719a83dc4fce11c6b0628a4b1a82ae18b69ed673b3bb4de9731d66e2b09008efc985a71be23960d7a5fe932a7c2df968370b9c17bfe0af5d914e68f3e24
272.25ms,GetTV (480p),https://fl3.moveonjoy.com/GET_TV/index.m3u8
272.25ms,Willow,https://fl3.moveonjoy.com/WILLOW_CRICKET/index.m3u8
272.40ms,TVBS欢乐,http://61.216.11.93:49981/stream/channelid/1607444205.m3u8
272.45ms,Impossible Quiz Show (1080p),https://bbc-impossible-1-us.roku.wurl.tv/playlist.m3u8
272.46ms,5首绝美情歌[854*480],https://vd3.bdstatic.com/mda-mjtb7bbvk98u8z58/480p/h264/1635409459813822543/mda-mjtb7bbvk98u8z58.mp4
272.62ms,TV Land,https://fl3.moveonjoy.com/TV_LAND/index.m3u8
272.69ms,东森超视,http://61.216.11.93:49981/stream/channelid/1026178460.m3u8
272.78ms,高清车载夜店DJ舞曲郑茜匀离人盼,https://vd2.bdstatic.com/mda-khw9stkrerphv7x3/sc/mda-khw9stkrerphv7x3.mp4
272.80ms,Buzzr,https://fl3.moveonjoy.com/Buzzr/index.m3u8
272.84ms,Lone Star (1080p),https://lonestar-rakuten.amagi.tv/playlist.m3u8
272.97ms,中天亞洲「LiTV」,https://tv-1.iill.top/litv/4gtv-4gtv109
273.04ms,Smithsonian Channel East,https://fl3.moveonjoy.com/SMITHSONIAN_CHANNEL/index.m3u8
273.05ms,高清车载夜店DJ舞曲张冬玲灵灵,https://vd2.bdstatic.com/mda-kh0qph813gvmf7j3/sc/mda-kh0qph813gvmf7j3.mp4
273.06ms,人间卫视,http://61.216.67.119:1935/bltvhd/bltv1/playlist.m3u8
273.09ms,DJ舞曲魏新雨红尘雨背景 歌词入心好听,https://vd4.bdstatic.com/mda-kh2sw81gk9gsfmbs/sc/mda-kh2sw81gk9gsfmbs.mp4
273.09ms,Reuters,https://amg00453-reuters-amg00453c1-rakuten-uk-2110.playouts.now.amagi.tv/playlist/amg00453-reuters-reuters-rakutenuk/playlist.m3u8
273.12ms,DW德國之聲「4gTV」,https://tv-1.iill.top/4gtv/4gtv-live071
273.17ms,Ovation (1080p),https://fl3.moveonjoy.com/Ovation/index.m3u8
273.26ms,高音质夜店DJ舞曲黄安东南西北风,https://vd4.bdstatic.com/mda-kfkp6cshg8bq8ju8/v1-cae/1080p/mda-kfkp6cshg8bq8ju8.mp4
273.38ms,Love Nature (720p) [Geo-blocked],https://bamus-klowdtv.amagi.tv/playlist.m3u8
273.38ms,Reelz (720p),https://fl3.moveonjoy.com/REELZ/index.m3u8
273.39ms,CCTV81308555+,https://migu.188766.xyz/play?migutoken=e176a8c2179091e68096dc36de646402&id=eal9Z1w57tXslIBNv19K6NHQWyW1a5wKZ1Pkh%2BNOo1s6Fi%2FZOrV6biycKrSL4%2FQtVjBR48a43VBkV9XkPYnA37vTojJuXahsmeFyPzYzSKyBxX7A9dQWfNYkoiKGN%2FHAFaZ9PbEVHn6DEAhFqhCBxyx9Xp59owAKOTZEjYA2%2BvS%2F8cIJUZXWmrifkyB057vI5qIvKrQmmuIOTJR3ChKcmRBrlI4KtFGbdR8UzYVhf3k%3D&name=hb0Fq5WuVJSak9APz4NMs50U8BLwV0i%2FmjEboFueQZmawVg4SOQkF8Kls%2FkOwjbygYPDA0%2BACk1SKSVTzgpkHtAO8sQuHgJtMrTvhfGttXMrXdskvc3EKfldEp1%2BaMSKp6jtvVcu1b%2BTpoM4kDu2p4TjpzA4c5XFa6eC2rBboCrVcmLlLs13nEEByttaoCEVI41m7ANt9b3aW4exy6sM6A%3D%3D
273.54ms,CCTV4,https://migu.188766.xyz/?migutoken=6869e0ddb81d3e2ee5247f2d2b3c643c&id=CCTV4%E6%AC%A7%E6%B4%B2&type=yy
273.56ms,ION TV East,https://fl3.moveonjoy.com/ION_TV/index.m3u8
273.62ms,番薯台,http://61.216.67.119:1935/TWHG/E1/chunklistw70581102.m3u8
273.74ms,怀旧经典夜店DJ舞曲童安格借我一点爱,https://vd3.bdstatic.com/mda-kfmp0vh1g0kvhvxa/v1-cae/1080p/mda-kfmp0vh1g0kvhvxa.mp4
