白名单,#genre#
甄嬛传第41集,https://vip.dytt-love.com/20250701/2704_81c2f886/index.m3u8
甄嬛传第42集,https://vip.dytt-love.com/20250701/2705_825f9cd5/index.m3u8
甄嬛传第43集,https://vip.dytt-love.com/20250701/2706_2e74c2cf/index.m3u8
甄嬛传第44集,https://vip.dytt-love.com/20250701/2707_65f2a94c/index.m3u8
甄嬛传第45集,https://vip.dytt-love.com/20250701/2708_03fa2f75/index.m3u8
甄嬛传第46集,https://vip.dytt-love.com/20250701/2709_5a99158e/index.m3u8
甄嬛传第47集,https://vip.dytt-love.com/20250701/2710_de594ef5/index.m3u8
甄嬛传第48集,https://vip.dytt-love.com/20250701/2711_65fc9fb4/index.m3u8
甄嬛传第49集,https://vip.dytt-love.com/20250701/2712_bbeb0c1b/index.m3u8
甄嬛传第50集,https://vip.dytt-love.com/20250701/2713_403ea2e8/index.m3u8
甄嬛传第51集,https://vip.dytt-love.com/20250701/2714_b628386c/index.m3u8
甄嬛传第52集,https://vip.dytt-love.com/20250701/2715_ff2cc3b8/index.m3u8
甄嬛传第53集,https://vip.dytt-love.com/20250701/2716_cdd96eed/index.m3u8
甄嬛传第54集,https://vip.dytt-love.com/20250701/2717_058d6f2f/index.m3u8
甄嬛传第55集,https://vip.dytt-love.com/20250701/2718_ad47a008/index.m3u8
甄嬛传第56集,https://vip.dytt-love.com/20250701/2719_7aee26c3/index.m3u8
甄嬛传第57集,https://vip.dytt-love.com/20250701/2720_fa2e8c43/index.m3u8
甄嬛传第58集,https://vip.dytt-love.com/20250701/2721_36238749/index.m3u8
甄嬛传第59集,https://vip.dytt-love.com/20250701/2722_33267e5d/index.m3u8
甄嬛传第60集,https://vip.dytt-love.com/20250701/2723_c315f032/index.m3u8
甄嬛传第61集,https://vip.dytt-love.com/20250701/2724_64a08e5f/index.m3u8
甄嬛传第62集,https://vip.dytt-love.com/20250701/2725_4bbdcc0e/index.m3u8
甄嬛传第63集,https://vip.dytt-love.com/20250701/2726_b1c00bcd/index.m3u8
甄嬛传第64集,https://vip.dytt-love.com/20250701/2727_23fc4cba/index.m3u8
甄嬛传第65集,https://vip.dytt-love.com/20250701/2728_5e751896/index.m3u8
甄嬛传第66集,https://vip.dytt-love.com/20250701/2729_b7f1f29d/index.m3u8
甄嬛传第67集,https://vip.dytt-love.com/20250701/2730_421b3ac5/index.m3u8
甄嬛传第68集,https://vip.dytt-love.com/20250701/2731_08f38e04/index.m3u8
甄嬛传第69集,https://vip.dytt-love.com/20250701/2732_36144052/index.m3u8
甄嬛传第70集,https://vip.dytt-love.com/20250701/2733_ec1f850d/index.m3u8
甄嬛传第71集,https://vip.dytt-love.com/20250701/2734_7f7c351e/index.m3u8
甄嬛传第72集,https://vip.dytt-love.com/20250701/2735_1d497805/index.m3u8
甄嬛传第73集,https://vip.dytt-love.com/20250701/2736_47fd3c87/index.m3u8
甄嬛传第74集,https://vip.dytt-love.com/20250701/2737_9ff7c9eb/index.m3u8
甄嬛传第75集,https://vip.dytt-love.com/20250701/2738_a4613e8d/index.m3u8
甄嬛传第76集,https://vip.dytt-love.com/20250701/2739_56584778/index.m3u8
霍元甲粤语01,https://vip.lz-cdn8.com/20220726/19894_ad5e9bdc/1000k/hls/mixed.m3u8
霍元甲粤语06,https://vip.lz-cdn8.com/20220726/19899_b830cdf9/1000k/hls/mixed.m3u8
霍元甲粤语10,https://vip.lz-cdn8.com/20220726/19903_8efcbf07/1000k/hls/mixed.m3u8
霍元甲粤语15,https://vip.lz-cdn8.com/20220726/19908_df138b7c/1000k/hls/mixed.m3u8
霍元甲粤语17,https://vip.lz-cdn8.com/20220726/19910_9469bab5/1000k/hls/mixed.m3u8
霍元甲粤语18,https://vip.lz-cdn8.com/20220726/19911_e4efa3b0/1000k/hls/mixed.m3u8
陈真粤语版07,https://vip.lz-cdn8.com/20220726/19860_2fdc7e05/index.m3u8
陈真粤语版10,https://vip.lz-cdn8.com/20220726/19863_0624f5c5/index.m3u8
陈真粤语版12,https://vip.lz-cdn8.com/20220726/19865_d3587490/index.m3u8
陈真粤语版13,https://vip.lz-cdn8.com/20220726/19866_10bfbaf1/index.m3u8
陈真粤语版14,https://vip.lz-cdn8.com/20220726/19867_0bd7a5e8/index.m3u8
陈真粤语版19,https://vip.lz-cdn8.com/20220726/19872_0dbf4e3e/index.m3u8
霍东阁粤语01,https://vip.lz-cdn8.com/20220726/19944_c9253c69/index.m3u8
霍东阁粤语04,https://vip.lz-cdn8.com/20220726/19947_22c818d2/index.m3u8
霍东阁粤语13,https://vip.lz-cdn8.com/20220726/19956_7ae37ea2/index.m3u8
霍东阁粤语15,https://vip.lz-cdn8.com/20220726/19958_ade9758d/index.m3u8
霍东阁粤语20,https://vip.lz-cdn8.com/20220726/19963_edff6c38/index.m3u8
霍东阁粤语22,https://vip.lz-cdn8.com/20220726/19965_a3dc596a/index.m3u8
霍东阁粤语26,https://vip.lz-cdn8.com/20220726/19969_be522d01/index.m3u8
霍东阁粤语27,https://vip.lz-cdn8.com/20220726/19970_a55cf6b4/index.m3u8
热血丹心粤01,https://vip.lz-cdn8.com/20220726/19974_a291c2fd/index.m3u8
热血丹心粤03,https://vip.lz-cdn8.com/20220726/19976_7df1695e/index.m3u8
热血丹心粤04,https://vip.lz-cdn8.com/20220726/19977_6a69e501/index.m3u8
热血丹心粤07,https://vip.lz-cdn8.com/20220726/19980_690d4cf9/index.m3u8
热血丹心粤10,https://vip.lz-cdn8.com/20220726/19983_5c0cca4c/index.m3u8
热血丹心粤13,https://vip.lz-cdn8.com/20220726/19986_85554912/index.m3u8
热血丹心粤14,https://vip.lz-cdn8.com/20220726/19987_ab54ff2f/index.m3u8
热血丹心粤15,https://vip.lz-cdn8.com/20220726/19988_5938b8ff/index.m3u8
热血丹心粤16,https://vip.lz-cdn8.com/20220726/19989_cbd61106/index.m3u8
热血丹心粤17,https://vip.lz-cdn8.com/20220726/19990_945fd954/index.m3u8
热血丹心粤18,https://vip.lz-cdn8.com/20220726/19991_1804bbbe/index.m3u8
东邪西毒粤22,https://vip.lz-cdn8.com/20220726/19995_91f6bede/index.m3u8
东邪西毒粤24,https://vip.lz-cdn8.com/20220726/19997_55c7e298/index.m3u8
东邪西毒粤25,https://vip.lz-cdn8.com/20220726/19998_16b89161/index.m3u8
东邪西毒粤32,https://vip.lz-cdn8.com/20220726/20005_4d883f91/index.m3u8
东邪西毒粤33,https://vip.lz-cdn8.com/20220726/20006_c2c79548/index.m3u8
东邪西毒粤35,https://vip.lz-cdn8.com/20220726/20008_1fdb5815/index.m3u8
东邪西毒粤36,https://vip.lz-cdn8.com/20220726/20009_0350db31/index.m3u8
东邪西毒粤38,https://vip.lz-cdn8.com/20220726/20011_45c2aecd/index.m3u8
华山论剑粤41,https://vip.lz-cdn8.com/20220726/20014_cd11774a/index.m3u8
华山论剑粤45,https://vip.lz-cdn8.com/20220726/20018_1e1c2790/index.m3u8
华山论剑粤46,https://vip.lz-cdn8.com/20220726/20019_b8fb3a2a/index.m3u8
神雕侠侣粤02,https://vip.lz-cdn8.com/20220628/15516_19259ae7/index.m3u8
神雕侠侣粤03,https://vip.lz-cdn8.com/20220629/15645_62dfa7b9/index.m3u8
神雕侠侣粤04,https://vip.lz-cdn8.com/20220629/15647_e71a6df9/index.m3u8
神雕侠侣粤06,https://vip.lz-cdn8.com/20220628/15520_ce7f92a6/index.m3u8
神雕侠侣粤09,https://vip.lz-cdn8.com/20220628/15523_8e76f610/index.m3u8
神雕侠侣粤16,https://vip.lz-cdn8.com/20220629/15650_1b0f3986/index.m3u8
3D-1视觉效果,https://vd3.bdstatic.com/mda-mfnc43q5ngnzua6p/sc/cae_h264/1624437508830556235/mda-mfnc43q5ngnzua6p.mp4
3D-2视觉效果,https://vd2.bdstatic.com/mda-kfhr50vjwtmttwxc/v1-cae/sc/mda-kfhr50vjwtmttwxc.mp4
3D-3视觉效果,https://vd4.bdstatic.com/mda-mdfijn4crxseyky0/1080p/cae_h264/1618549960/mda-mdfijn4crxseyky0.mp4
3D-4视觉效果,https://vd2.bdstatic.com/mda-kmtfv6y5gctpa35w/sc/mda-kmtfv6y5gctpa35w.mp4
3D-5视觉效果,https://vd3.bdstatic.com/mda-kksk814vwc1m06av/sc/mda-kksk814vwc1m06av.mp4
3D大片频视觉,https://vd2.bdstatic.com/mda-ki2cvyhz79rw40wg/v1-cae/sc/mda-ki2cvyhz79rw40wg.mp4
3D电影频视觉,https://vd3.bdstatic.com/mda-kj0kfvyty9dk9nk0/v1-cae/sc/mda-kj0kfvyty9dk9nk0.mp4
3D裸眼-1视觉,https://vd2.bdstatic.com/mda-kka520dkkf8mrujz/sc/mda-kka520dkkf8mrujz.mp4
3D裸眼-2视觉,https://vd4.bdstatic.com/mda-mdfijn4crxseyky0/sc/mda-mdfijn4crxseyky0.mp4
长津湖频视觉,https://vd3.bdstatic.com/mda-mgq3kek3j2cr07w7/sc/cae_h264_nowatermark/1627180666806871183/mda-mgq3kek3j2cr07w7.mp4
终结者频视觉,https://vd3.bdstatic.com/mda-jk1hupziz0524rq1/mda-jk1hupziz0524rq1.mp4
3D投影-1视觉,https://vd4.bdstatic.com/mda-ncuizu4wfrjswzxp/720p/h264_delogo/1648560283895563574/mda-ncuizu4wfrjswzxp.mp4
3D投影-2视觉,https://vd4.bdstatic.com/mda-ncuiyrw7qj9x5w3z/720p/h264_delogo/1648560203494563586/mda-ncuiyrw7qj9x5w3z.mp4
功夫之王视觉,https://vdse.bdstatic.com//92bd4a8082ab3cb7e96e1d852bc0d5f4.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2022-05-07T19%3A35%3A37Z%2F-1%2Fhost%2Fbac03dc21a0ea989035da20433039cdcc82efc3a5773df7c4dbcf4d6b6d62443
龙腾虎跃视觉,https://vd2.bdstatic.com/mda-nb48vhn84vq41zf3/1080p/cae_h264_delogo/1644042257215201305/mda-nb48vhn84vq41zf3.mp4
视觉艺术视觉,https://vd2.bdstatic.com/mda-ncj8cwfhcr4zyrfd/sc/cae_h264_delogo/1647755833056552862/mda-ncj8cwfhcr4zyrfd.mp4
东京新宿视觉,https://vd4.bdstatic.com/mda-na6metzpvv5xqh6h/1080p/cae_h264/1641623274673701803/mda-na6metzpvv5xqh6h.mp4
生物多样视觉,https://vd3.bdstatic.com/mda-ne6irx2irbjbbr6v/sc/cae_h264/1651932935194074079/mda-ne6irx2irbjbbr6v.mp4
变形金刚视觉,https://vd3.bdstatic.com/mda-khb9j4g6c25biyqj/v1-cae/1080p/mda-khb9j4g6c25biyqj.mp4
变形金刚UHD,https://vd3.bdstatic.com/mda-nd6k8tnavw6sj0a5/720p/h264_delogo/1649341231263414752/mda-nd6k8tnavw6sj0a5.mp4
变形金刚_LD,https://vd3.bdstatic.com/mda-nd6k8tnavw6sj0a5/1080p/cae_h264_delogo/1649341416696755483/mda-nd6k8tnavw6sj0a5.mp4
变形金刚_2K,https://vd3.bdstatic.com/mda-nd6k8tnavw6sj0a5/qhd/cae_h264_delogo/1649341416716222901/mda-nd6k8tnavw6sj0a5.mp4
变形金刚_4K,https://vd3.bdstatic.com/mda-nd6k8tnavw6sj0a5/uhd/cae_h264_delogo/1649341416749683469/mda-nd6k8tnavw6sj0a5.mp4
X战警黑凤凰,https://vd2.bdstatic.com/mda-jetjizur4bnmfux8/hd/mda-jetjizur4bnmfux8.mp4
Dreamcatcher,https://vd3.bdstatic.com/mda-mbiqgzsnfeyv74y6/v1-cae/1080p/mda-mbiqgzsnfeyv74y6.mp4
AstroPremierLeague1,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=go_assp1
AstroEPL1backup,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=go_assp1x
AstroPremierLeague2,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=go_assp2
AstroGrandstand,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=go_assp3
AstroFootball,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=go_assp4
AstroSportsPlus,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=go_sportsplus
AstroBadminton1,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=go_badminton1
AstroBadminton2,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=go_badminton2
AstroW-Sports,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=go_assp5
Supersports1,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Assp1
Supersports2,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Assp2
Supersports3,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Assp3
Supersports4,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Assp4
WWE,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Wwe
FightSports,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Fs
NBATV,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Nba
AstroCricket,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Acricket
AstroGolf,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Agolf
TntSports1,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=6fac0aaead
TNTSports2,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=d9a76a79cc
TNTSports3,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=5fea4d73db
TNTSports4,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=tntsport4
SonyTen1,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=ten1_raj
SonyTen2,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=ten2_raj
SonyTen3,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=ten3_raj
SPOTV1HD,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=go_spotv
SPOTV2,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=go_spotv2
SkysportsF1,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=tiankongf1
SkysportsCricket,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=tiankongcricket
SkysportsEPL,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=tiankongepl
SkysportsMainEvent,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=tiankongmain
SkysportsNews,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=tiankongnews
SkysportsMix,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=tiankongmix
RugbyPassTV,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Rugbypasstv
RTMSportsHD,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Rtmsport
Arena,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Arena
Arena2,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Arena2
BolaArena1,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Bolaarena1
BolaArena2,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Bolaarena2
AstroBeinsports1,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Astrobein1
AstroBeinsports2,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Astrobein2
AstroBeinsports3,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Astrobein3
Cinemax,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Cinemax
Animax,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Animax
MoviesNowHD,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=moviesnow_raj
StarMoviesHD,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=starmovies_raj
HBOFamily,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Hbofamily
Hits,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Hits
WarnerTV,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=WarnerTV
HBOHD,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Hbo
HBOSignature,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Hbosignature
HBOHits,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Hbohitshd
SCM,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Weishimovie
Dreamworks,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Dreamworks
Thrill,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Thrill
HitsMovie,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Hitsmovie
One,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=One
tvNMovie,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Tvnmovie
AxnHD,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Axn
ParamountNetwork,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Paramountnetwork
AstrolKplus,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Kplus
RockActions,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Rockaction
RockEntertainment,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Rockentertain
CI,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=ci_twn
DiscoveryHD,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=discoveryhd_twn
NatGeoHD,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Natgeo
FashionTV,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=fashiontv_twn
History,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=History
BBCEarthHD,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=bbcearth_twn
BBCEarthLifestyle,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=bbclifestyle_twn
NatGeoWildHD,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Natgeowild
AnimalPlanet(Eng),https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=AnimalPlanet
TLC,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Tlc
FoodnetworkHd,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Foodnetwork
HGTV,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=HGTV
Skynews,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=skynews_twn
ABCNews,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=abcnews_glo
CBSHD,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=cbshd_glo
CBSNHD,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=cbsn_glo
France24,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=france24_twn
DW(Deutsch),https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=dw_twn
NHKWorld,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=nhkworld_japan
FoxNews,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=foxnews_twn
CNNInternational,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Cnn
CNNbackup,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=cnn_twn
CNBC,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=cnbc_twn
BBCWorldNews,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=bbcnews_twn
BBCWorldNews,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Bbcnews
BloombergNews,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=bloomberg_twn
Al-Jazeera,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=aljazeera_twn
BabyTVEng,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Babytv
CBeebies,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Cbeebies
KidsTV,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=KidsTV
MomoTV,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=momo1_twn
BabyTV,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=babytv_twn
MiaoMi,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=MiaoMi
CartoonNetwork,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Cn
Nickelodeon,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Nickelodeon
NickJr,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Nickjr
Suria,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Suria
Vasantham,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Vasantham
CNAbackup,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=cna_twn
MeWatchCh5,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Mewatch_ch5
MeWatchCh8,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Mewatch_ch8
MeWatchChU,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Mewatch_chU
MeWatchSuria,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Mewatch_Suria
MeWatchVasantham,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Mewatch_Vasantham
MeWatchCNA,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Mewatch_cna
TV1,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=TV1
TV1backup,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=TV1_backup
TV2,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=TV2
TV3,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=TV3
TV3SD,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=TV3_mega
NTV7,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=NTV7
TV8,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=TV8
TV9,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=TV9
Ria,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Ria-0
Ria-3,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Ria_backup
Al-Hijrah,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Alhijrah
Al-Hijrahbackup,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Alhijrah_backup
Awani,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Awani
Bernama,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Bernama
Prima,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Prima-0
Primabackup,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=AAprima1
Primabackup2,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=AAprima
Ceria,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Ceria
AstroMTV,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=AstroMTV
MeccaLiveHD,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=quran_mido
MadinahHD,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=sunnah_mido
Oasis,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Oasis
Siar,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Siar
Citra,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=AAcitra
Citrabackup,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=AAcitra1
Sensasi,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Sensasi
Aura,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Aura
Rania,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Rania
KBSWorld,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=KBS
Boo,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Boo
AwesomeTV,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Dsangat
AstroSonypix,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Asonypix
SonyHD,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=SetOne
TvN,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=TVN
TVBAsia,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Tvbasia
TVB星河台XingHe,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Xinhe
Goshop,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Goshop
AstroLOL,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Astro_lol
AstroRusi,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Rusi
WION,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Wion
RTMAsean,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Rtmasean
TVRINational,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=TVRI
RCTI,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Rcti
KompassTV,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Kompass
BeritaSatu,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=BeritaSatu_eko
IndosiarHD,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Indosiar
AnTV,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Antv
MNCTV,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Mnctv
Trans7,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Trans7_eko
Transtv,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Transtv
JTV,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=JTV_eko
MetroTV,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=metrotv_eko
SCTV,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=SCTV
Tvone,https://app.junnian.xyz/pitv.php?user=147258&pass=147258&type=mp4&id=Tvone
